engine_max_rpm,yaw,pitch,roll,angular_velocity_x,angular_velocity_y,angular_velocity_z,norm_suspension_travel_FL,norm_suspension_travel_FR,norm_suspension_travel_RL,norm_suspension_travel_RR,car_class,car_ordinal,speed,power,tire_temp_FL,tire_temp_FR,tire_temp_RL,tire_temp_RR,gear
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.00022935467131901532,1.3462058632285334e-06,-0.0001932573359226808,0.5304960608482361,0.42712274193763733,0.3411945402622223,0.524052083492279,0,1529,-50863250866176.0,-2.8391083686374624e-34,-0.01188761554658413,-4.0275574350541016e-23,-4.028598100360269e-23,4.535798225901999e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.00022725193412043154,3.75718082068488e-06,-0.00019335727847646922,0.5304977893829346,0.4271254241466522,0.3411886394023895,0.5240548849105835,0,1529,-50873182978048.0,-2.8391083686374624e-34,-0.04755045101046562,2.9021603040746413e-06,2.902910182456253e-06,4.5357971600878955e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.00022637564688920975,-7.390676728391554e-07,-0.0001925537217175588,0.5305070877075195,0.42712587118148804,0.3411865532398224,0.524063229560852,0,1529,-50877809295360.0,-2.8391083686374624e-34,-0.1902017593383789,-13070164992.0,-13073541120.0,4.535795739002424e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.0002268262906000018,-2.497708919690922e-06,-0.0001962330425158143,0.5305150151252747,0.4271237254142761,0.34118571877479553,0.524053156375885,0,1529,-50875712143360.0,-2.8391083686374624e-34,-0.7608068585395813,5.886277635258405e+25,5.88779810813868e+25,4.53579467318832e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.00022614483896177262,-2.8818130886065774e-06,-0.00019731154316104949,0.5305389165878296,0.42713937163352966,0.3412027955055237,0.5240687727928162,0,1529,-50873233309696.0,-2.8391083686374624e-34,-12.172906875610352,3.663038704436764e-35,3.663984897033117e-35,4.5357936073742167e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.0002318850310984999,-5.344909368432127e-07,-0.00020025711273774505,0.5306118130683899,0.4272167682647705,0.3413406014442444,0.5242100358009338,0,1529,-50864202973184.0,-2.8391083686374624e-34,-779.0658569335938,-2.639496938709759e-18,-2.6401785355345027e-18,4.535792186288745e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.000241871879552491,-9.262744242732879e-07,-0.00019737168622668833,0.5305746793746948,0.4272083044052124,0.34132352471351624,0.524176836013794,0,1529,-50871526227968.0,-2.8391083686374624e-34,-3116.2626953125,0.011887234635651112,0.011890304274857044,4.5357911204746415e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.00024058413691818714,1.7715892681735568e-06,-0.00019208200683351606,0.5304979681968689,0.4270966649055481,0.3411916196346283,0.5240612626075745,0,1529,-50879688343552.0,-2.8391083686374624e-34,-49860.19140625,-856565326282752.0,-856786449989632.0,4.53578969938917e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.00023870207951404154,3.4998338378500193e-06,-0.0001856913440860808,0.5304809808731079,0.42711320519447327,0.3411891758441925,0.5240753293037415,0,1529,-50876731359232.0,-2.8391083686374624e-34,-3191051.5,6.172202204113799e+31,6.173795568344051e+31,4.5357886335750663e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.00023890459851827472,1.5743871699669398e-06,-0.0001836812443798408,0.5305026173591614,0.4271220266819,0.34120672941207886,0.5240516066551208,0,1529,-50871853383680.0,-2.8391083686374624e-34,-12764203.0,2.4006062241532357e-30,2.4012259447749892e-30,4.535787567760963e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.00023793774016667157,-2.045319433818804e-06,-0.00018322380492463708,0.5304979681968689,0.42712318897247314,0.34120017290115356,0.524051308631897,0,1529,-50870066610176.0,-2.8391083686374624e-34,-204227200.0,-1.7298186808737542e-13,-1.7302651011182751e-13,4.535786146675491e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.00023704594059381634,-7.635408110218123e-07,-0.00018179966718889773,0.5304886698722839,0.42712461948394775,0.34119078516960144,0.5240525007247925,0,1529,-50868237893632.0,-2.8391083686374624e-34,-13070537728.0,49858.6171875,49871.484375,4.5357850808613875e-08,0
6999.99609375,0.45877569913864136,0.036553919315338135,-0.02684314362704754,0.0002362504746997729,1.150447587860981e-06,-0.00017657794523984194,0.5304827094078064,0.4271256923675537,0.3411858081817627,0.5240626335144043,0,1529,-50869450047488.0,-2.8391083686374624e-34,-52282134528.0,-8.981727880411003e+20,-8.984045123156773e+20,4.535783659775916e-08,0
